"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"speech:missing-permit","Do I need one?","Do I need one?"
"speech:missing-permit","Is required?","Is required?"
"speech:missing-permit","I lost it.","I lost it."
"speech:missing-permit","I did not know it was required.","I did not know it was required."
"speech:ask-missing-workpermit","Where is the work pass?","你的工作許可證呢?"
"speech:ask-missing-workpermit","You have no work pass.","你沒有工作許可證。"
"speech:ask-missing-workpermit","The work pass is missing.","我沒看到工作許可證。"
"speech:missing-workpermit","I will get one after I enter.","I will get one after I enter."
"speech:ask-missing-idcard","Where is your id card?","Where is your id card?"
"speech:ask-missing-idcard","I need your id card.","I need your id card."
"speech:missing-idcard","I never got one.","I never got one."
"speech:missing-idcard","I left before they were issued.","I left before they were issued."
"speech:missing-idcard","I lost it.","I lost it."
"speech:ask-missing-idsupplement","You must carry an id supplement.","You must carry an id supplement."
"speech:ask-missing-idsupplement","Where is your id supplement?","Where is your id supplement?"
"speech:missing-idsupplement","I never got one.","I never got one."
"speech:missing-idsupplement","What is a supplement?","What is a supplement?"
"speech:missing-idsupplement","This was not provided to me.","This was not provided to me."
"speech:ask-missing-asylumgrant","You have no grant for asylum.","你沒有政治庇護證明書。"
"speech:ask-missing-asylumgrant","Where is your asylum grant?","你的政治庇護證明書呢？"
"speech:missing-asylumgrant","I could not secure one in time.","I could not secure one in time."
"speech:missing-asylumgrant","I have none.","I have none."
"speech:missing-asylumgrant","What is that?","What is that?"
"speech:ask-missing-accesspermit","Where is the access permit?","Where is the access permit?"
"speech:ask-missing-accesspermit","You have no access permit.","You have no access permit."
"speech:ask-missing-accesspermit","The access permit is missing.","The access permit is missing."
"speech:ask-wrong-name","These names do not match.","These names do not match."
"speech:wrong-name","I have two different names.","I have two different names."
"speech:wrong-name","I have multiple names.","I have multiple names."
"speech:wrong-name","My name was changed recently.","My name was changed recently."
"speech:ask-wrong-workend","You are not authorized to work this long.","你沒被核准這麼長的工作日期。"
"speech:ask-wrong-workend","This work pass expires before your visit.","這張工作許可證已經過期了。"
"speech:wrong-workend","I will renew the pass soon.","I will renew the pass soon."
"speech:wrong-workend","I am planning to renew it.","I am planning to renew it."
"speech:wrong-workend","My entry permit is longer than I need.","My entry permit is longer than I need."
"speech:ask-wrong-idnumber","These numbers do not match.","These numbers do not match."
"speech:ask-wrong-idnumber","There is a discrepancy here.","There is a discrepancy here."
"speech:ask-wrong-idnumber","There are two different numbers here.","There are two different numbers here."
"speech:wrong-idnumber","It must be a mistake. The document is valid.","It must be a mistake. The document is valid."
"speech:wrong-idnumber","Check again.","Check again."
"speech:ask-wrong-face","This does not look like you.","This does not look like you."
"speech:ask-wrong-face","Your picture. It is different.","Your picture. It is different."
"speech:ask-wrong-face","Your appearance has changed.","Your appearance has changed."
"speech:wrong-face","It is an old picture.","It is an old picture."
"speech:wrong-face","I had surgery.","I had surgery."
"speech:wrong-face","The years have been cruel.","The years have been cruel."
"speech:wrong-face","I do not know what to say. It is me.","I do not know what to say. It is me."
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","This issuing city is incorrect."
"speech:ask-wrong-issuingcity","Your passport has false information.","Your passport has false information."
"speech:ask-wrong-gender","You are a man?","You are a man?"
"speech:ask-wrong-gender","It says here that you are male.","It says here that you are male."
"speech:ask-wrong-gender","You are a woman?","You are a woman?"
"speech:ask-wrong-gender","Your passport says you are female.","Your passport says you are female."
"speech:ask-wrong-gender","Are you a woman or a man?","Are you a woman or a man?"
"speech:ask-wrong-gender","You are male or female?","You are male or female?"
"speech:wrong-gender","The passport is correct.","The passport is correct."
"speech:wrong-gender","Why do you ask?","Why do you ask?"
"speech:wrong-gender","As the document says.","As the document says."
"speech:wrong-gender","What is this question?","What is this question?"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","There is a problem with your documentation."
"speech:ask-approved","Glory to Arstotzka.","Arstotzka萬歲。"
"speech:ask-approved","Cause no trouble.","別惹出任何麻煩。"
"speech:ask-nativesonly","Try again.","Try again."
"speech:ask-nativesonly","Arstotzkans only.","Arstotzkans only."
"speech:ask-wrong-nation","No entry from Obristan.","No entry from Obristan."
"speech:ask-wrong-nation","No entry from Kolechia.","No entry from Kolechia."
"speech:ask-wrong-nation","No entry from United Federation.","No entry from United Federation."
"speech:ask-wrong-nation","No entry from Antegria.","No entry from Antegria."
"speech:ask-wrong-nation","No entry from Republia.","No entry from Republia."
"speech:ask-wrong-nation","No entry from Arstotzka.","No entry from Arstotzka."
"speech:ask-wrong-nation","No entry from Impor.","No entry from Impor."
"speech:ask-search","Face the scanner.","Face the scanner."
"speech:ask-search","Turn towards the scanner.","Turn towards the scanner."
"speech:ask-detain","Wait here.","Wait here."
"speech:ask-detain","One moment please.","One moment please."
"speech:detain","What are you doing?","What are you doing?"
"speech:detain","What is happening?","What is happening?"
"speech:detain","What is this?","What is this?"
"speech:detain","You cannot do this!","You cannot do this!"
"speech:detain","What will happen to me?","What will happen to me?"
"speech:detain","Who do you think you are?","Who do you think you are?"
"speech:detain","You have no authority for this!","You have no authority for this!"
"speech:detain","You are a fool!","You are a fool!"
"speech:ask-search-enabled","You have been selected for a random search.","你被選中執行隨機搜查。"
"speech:ask-wrong-entryticket-date","This ticket is for another day.","This ticket is for another day."
"speech:ask-wrong-entryticket-date","You cannot enter today.","You cannot enter today."
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.","The date on this ticket is wrong."
"speech:wrong-entryticket-date","It is my mistake.","It is my mistake."
"speech:wrong-entryticket-date","Oh?","Oh?"
"speech:ask-missing-entryticket","You cannot enter without a ticket.","無入境券者不得入境"
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.","外籍人士必須出示入境券。"
"speech:ask-missing-entryticket","Where is your entry ticket?","你的入境券呢？"
"speech:missing-entryticket","I do not know what that is.","I do not know what that is."
"speech:missing-entryticket","I have none.","I have none."
"speech:missing-entryticket","It was lost.","It was lost."
"speech:ask-wrong-identity","I cannot verify your identity.","I cannot verify your identity."
"speech:ask-wrong-identity","Your identity does not match.","Your identity does not match."
"speech:ask-wrong-alias","There is no record of this name.","There is no record of this name."
"speech:ask-wrong-alias","I cannot verify your alias.","I cannot verify your alias."
"speech:ask-wrong-fingerprints","Your fingerprints do not match our records.","Your fingerprints do not match our records."
"speech:ask-wrong-fingerprints","I cannot verify your fingerprints.","I cannot verify your fingerprints."
"speech:ask-contraband","There is zero tolerance for contraband.","There is zero tolerance for contraband."
"speech:ask-contraband","You have made a mistake coming here.","You have made a mistake coming here."
"speech:contraband","You can see that?","You can see that?"
"speech:contraband","What?","What?"
"speech:contraband","I know nothing.","I know nothing."
"speech:contraband","Is it so obvious?","Is it so obvious?"
"speech:ask-wrong-information","This information does not look correct.","This information does not look correct."
"speech:ask-wrong-information","This is incorrect.","This is incorrect."
"speech:ask-wrong-height","Your height is different.","Your height is different."
"speech:wrong-height","Perhaps my shoes are different.","Perhaps my shoes are different."
"speech:wrong-height","It is a natural difference.","It is a natural difference."
"speech:ask-wrong-weight","Your weight is different.","Your weight is different."
"speech:wrong-weight","I am wearing different clothes.","I am wearing different clothes."
"speech:wrong-weight","My weight has changed naturally.","My weight has changed naturally."
"speech:ask-criminal","You have interesting face.","You have interesting face."
"speech:ask-criminal","Maybe you should not have come.","Maybe you should not have come."
"speech:ask-criminal","We have some questions for you.","We have some questions for you."
"speech:criminal","I have nothing to say.","I have nothing to say."
"speech:criminal","Let me through or you will regret it.","Let me through or you will regret it."
"speech:criminal","I do not like your tone.","I do not like your tone."
"speech:ask-wrong-description","This does not sound like you.","This does not sound like you."
"speech:ask-wrong-description","You do not match this description.","You do not match this description."
"speech:wrong-description","I have changed.","I have changed."
"speech:wrong-description","How can you say for sure?","How can you say for sure?"
"speech:wrong-description","Is that good or bad?","Is that good or bad?"
"speech:hidden-paper","Here it is.","Here it is."
"speech:hidden-paper","Sorry. I have it here.","Sorry. I have it here."
"speech:hidden-paper","I have it here.","I have it here."
"speech:hidden-paper","Here.","Here."
"speech:ask-wrong-thumbprint","Your thumb print does not match.","Your thumb print does not match."
"speech:ask-wrong-thumbprint","This print does not match.","This print does not match."
"speech:ask-wrong-diploaccess","Your diplomatic authorization does not cover Arstotzka.","你的外交官授權不包含Arstotzka。"
"speech:ask-wrong-diploaccess","You have no diplomatic rights here.","你在我國沒有外交授權。"
"speech:ask-wrong-diploaccess","This authorization does not include Arstotzka.","這份授權不包含Arstotzka。"
"speech:wrong-diploaccess","Nonsense.","Nonsense."
"speech:wrong-diploaccess","Check with your superiors.","Check with your superiors."
"speech:wrong-diploaccess","I have full authorization.","I have full authorization."
"speech:ask-missing-vaccinecert","Where is the vaccine certification?","Where is the vaccine certification?"
"speech:ask-missing-vaccinecert","Where is your proof of vaccination?","Where is your proof of vaccination?"
"speech:ask-missing-vaccinecert","All entrants must be vaccinated.","All entrants must be vaccinated."
"speech:missing-vaccinecert","I do not believe in vaccines.","I do not believe in vaccines."
"speech:missing-vaccinecert","I could not afford certification.","I could not afford certification."
"speech:ask-vaccine-expired","This vaccine has expired.","This vaccine has expired."
"speech:ask-vaccine-expired","This vaccine is no longer active.","This vaccine is no longer active."
"speech:ask-vaccine-wrongdrugs","You are missing the required vaccination.","You are missing the required vaccination."
"speech:ask-vaccine-wrongdrugs","This vaccine certificate is insufficient.","This vaccine certificate is insufficient."
"speech:trade-fingerprints","Here.","Here."
"speech:trade-fingerprints","Is this ok?","Is this ok?"
"speech:trade-fingerprints","Here are my fingerprints.","Here are my fingerprints."
"speech:trade-fingerprints","Now I have ink everywhere.","Now I have ink everywhere."
"speech:default","Please let me through.","Please let me through."
"speech:default","What are you talking about?","What are you talking about?"
"speech:default","I know nothing about this.","I know nothing about this."
"speech:default","I do not know what to say.","I do not know what to say."
"speech:default","Oh?","Oh?"
"face:M00","Short Hair","Short Hair"
"face:M00","Good Vision","Good Vision"
"face:M00","Balding","Balding"
"face:M00","Glasses","Glasses"
"face:M00","Large Mustache","Large Mustache"
"face:M01","Bald","Bald"
"face:M01","Large Curly Locks","Large Curly Locks"
"face:M01","Glasses","Glasses"
"face:M02","Cropped Hair","Cropped Hair"
"face:M02","Glasses","Glasses"
"face:M02","Overweight","Overweight"
"face:M02","No Glasses","No Glasses"
"face:M03","Dark Hair","Dark Hair"
"face:M03","Mustache","Mustache"
"face:M03","Light Hair","Light Hair"
"face:M03","Glasses","Glasses"
"face:M10","Beard","Beard"
"face:M10","Mustache","Mustache"
"face:M10","Shaved Head","Shaved Head"
"face:M10","Glasses","Glasses"
"face:M11","Goatee","Goatee"
"face:M11","Perfect Vision","Perfect Vision"
"face:M11","Mohawk","Mohawk"
"face:M11","Glasses","Glasses"
"face:M12","Short Cropped Hair","Short Cropped Hair"
"face:M12","Long Wavy Hair","Long Wavy Hair"
